fromNotation;toNotation
PN 981.344;88.13
PN 981.345;88.13
PN 981.346;88.13
PN 981.347;88.13
PN 981.347;85.06
PN 981.348;86.64
PN 981.349;88.13
PN 981.352 - PN 981.430;86.54
PN 981.352 - PN 981.356;86.54
PN 981.352;86.54
PN 981.353;86.54
PN 981.354;86.54
PN 981.354;86.09
PN 981.355;86.54
PN 981.356;86.54
PN 981.360 - PN 981.368;86.54
PN 981.360;86.54
PN 981.361;86.54
PN 981.362;86.54
PN 981.363;86.54
PN 981.364;86.54
PN 981.365;86.54
PN 981.366;86.54
PN 981.367;86.54
PN 981.368;86.54
PN 981.400 - PN 981.407;86.54
PN 981.400;86.54
PN 981.401;88.17
PN 981.401;86.54
PN 981.403;86.54
PN 981.404;86.54
PN 981.405;86.54
PN 981.406;86.54
PN 981.407;86.54
PN 981.410 - PN 981.418;88.17
PN 981.410;88.17
PN 981.411;88.17
PN 981.414;88.17
PN 981.416;88.17
PN 981.418;88.17
PN 981.421 - PN 981.429;
PN 981.421;44.1
PN 981.422;44.17
PN 981.423;86.56
PN 981.424;86.64
PN 981.425;86.56
PN 981.426;86.56
PN 981.428;86.51
PN 981.428;89.87
PN 981.429;86.64
PN 981.430;86.53
PN 981.432 - PN 981.470;86.46
PN 981.432 - PN 981.442;86.46
PN 981.432;86.46
PN 981.433;86.46
PN 981.434;86.46
PN 981.435;86.46
PN 981.438;86.46
PN 981.440;86.46
PN 981.441;86.46
PN 981.442;86.46
PN 981.450 - PN 981.470;86.63
PN 981.450;86.63
PN 981.451;86.63
PN 981.453;88.19
PN 981.454;86.63
PN 981.455;86.63
PN 981.457;86.63
PN 981.459;86.63
PN 981.461;86.63
PN 981.463;86.63
PN 981.467;86.63
PN 981.468;86.63
PN 981.470;86.63
PN 981.482 - PN 981.499;86.63
PN 981.482;86.63
PN 981.483;86.63
PN 981.484;86.63
PN 981.485;86.63
PN 981.490;86.63
PN 981.491;86.63
PN 981.492;86.52
PN 981.494;86.52
PN 981.496;86.63
PN 981.497;50.91
PN 981.498;86.51
PN 981.499;86.64
PN 981.512 - PN 981.558;86.6
PN 981.512;86.6
PN 981.513;86.6
PN 981.520 - PN 981.527;86.6
PN 981.520;74.6
PN 981.521;74.69
PN 981.524;74.7
PN 981.527;74.72
PN 981.530 - PN 981.558;86.6
PN 981.530;74.6
PN 981.532;83.3
PN 981.534;48.01
PN 981.534;86.21
PN 981.537;88.12
PN 981.540 - PN 981.548;86.6
PN 981.540 - PN 981.548;74.75
PN 981.540;74.75
PN 981.541;55.84
PN 981.541;56.24
PN 981.542;74.75
PN 981.544;55.85
PN 981.546;86.71
PN 981.548;55.88
PN 981.548;86.71
PN 981.552;74.12
PN 981.554;83.64
PN 981.556;76.6
PN 981.558;74.6
PN 981.562 - PN 981.615;86.6
PN 981.562 - PN 981.565;86.6
PN 981.562;86.6
PN 981.563;86.6
PN 981.564;86.6
PN 981.565;86.09
PN 981.566 - PN 981.577;86.6
PN 981.566 - PN 981.577;74.6
PN 981.566;74.72
PN 981.567 - PN 981.577;86.6
PN 981.567;86.6
PN 981.570;74.79
PN 981.571;74.72
PN 981.572;74.6
PN 981.573;74.77
PN 981.573;74.72
PN 981.574;86.5
PN 981.575;86.6
PN 981.576;86.6
PN 981.577;86.64
PN 981.578 - PN 981.588;86.6
PN 981.578;86.6
PN 981.579;86.6
PN 981.580;86.6
PN 981.581;86.6
PN 981.582;86.6
PN 981.583;86.6
PN 981.584;86.6
PN 981.585;86.6
PN 981.586;86.6
PN 981.587;86.6
PN 981.588;86.6
PN 981.600;86.6
PN 981.605;86.6
PN 981.610;86.6
PN 981.615;86.6
PN 981.622 - PN 981.670;86.71
PN 981.622 - PN 981.624;86.71
PN 981.622;86.71
PN 981.623;86.71
PN 981.624;86.71
PN 981.630 - PN 981.670;86.71
PN 981.630;86.71
PN 981.631;86.71
PN 981.632;86.71
PN 981.633;86.71
PN 981.640;55.82
PN 981.645;55.81
PN 981.650;86.71
PN 981.650;55.85
PN 981.655;86.71
PN 981.660;55.86
PN 981.665;55.88
PN 981.665;86.71
PN 981.670;86.71
PN 981.675 - PN 981.680;86.61
PN 981.675;86.61
PN 981.676;86.61
PN 981.678 - PN 981.678 W;86.61
PN 981.678;86.61
PN 981.678 B9;86.61
PN 981.678 K1;86.61
PN 981.678 N6;86.61
PN 981.678 O1;86.61
PN 981.678 S1;86.61
PN 981.678 S8;86.61
PN 981.678 T5;86.61
PN 981.678 V9;86.61
PN 981.678 W6;86.61
PN 981.679;86.61
PN 981.680;86.61
PN 981.682 - PN 981.690;86.71
PN 981.682 - PN 981.690;5.42
PN 981.682;86.71
PN 981.683;86.71
PN 981.684;86.71
PN 981.685;86.71
PN 981.690;86.71
PN 981.702 - PN 981.739;86.67
PN 981.702 - PN 981.705;86.67
PN 981.702;86.67
PN 981.703;86.67
PN 981.704;86.67
PN 981.705;86.67
PN 981.706 - PN 981.709;86.67
PN 981.706;86.67
PN 981.707;86.67
PN 981.708;86.67
PN 981.709;86.67
PN 981.711 - PN 981.719;86.67
PN 981.711 - PN 981.719;83.67
PN 981.711;86.67
PN 981.712;86.67
PN 981.713;86.67
PN 981.714;86.67
PN 981.715;86.67
PN 981.716;86.67
PN 981.717;86.67
PN 981.719;86.67
PN 981.720 - PN 981.723;86.67
PN 981.720;86.67
PN 981.721;86.67
PN 981.722;86.67
PN 981.723;86.67
PN 981.730 - PN 981.739;
PN 981.730;86.51
PN 981.731;86.56
PN 981.732;86.56
PN 981.733;86.04
PN 981.733;86.14
PN 981.734;86.04
PN 981.736;86.6
PN 981.739;86.64
PN 981.740 - PN 981.741;83.04
PN 981.740;83.04
PN 981.741;83.04
PN 981.742 - PN 981.770;86.66
PN 981.742;86.66
PN 981.743;86.66
PN 981.744;86.66
PN 981.750;86.66
PN 981.752;86.66
PN 981.754;83.3
PN 981.755;86.25
PN 981.756;86.25
PN 981.760;86.29
PN 981.762;83.4
PN 981.765;86.66
PN 981.767;86.66
PN 981.770;86.66
PN 981.775;86.67
PN 981.782 - PN 981.847;86.62
PN 981.782 - PN 981.790;86.69
PN 981.782;86.69
PN 981.783;86.69
PN 981.785;86.69
PN 981.788 - PN 981.788 W;86.69
PN 981.788;86.69
PN 981.788 B9;86.69
PN 981.788 K1;86.69
PN 981.788 N6;86.69
PN 981.788 O1;86.69
PN 981.788 S1;86.69
PN 981.788 S8;86.69
PN 981.788 T5;86.69
PN 981.788 V9;86.69
PN 981.788 W6;86.69
PN 981.789;86.69
PN 981.789;86.09
PN 981.790;86.69
PN 981.792 - PN 981.798;86.62
PN 981.792;86.62
PN 981.793;86.62
PN 981.794;86.62
PN 981.795;86.62
PN 981.796;86.62
PN 981.797;86.62
PN 981.797;86.2
PN 981.798;86.2
PN 981.800 - PN 981.802;86.62
PN 981.800;86.62
PN 981.801;58.55
PN 981.801;58.56
PN 981.802;86.64
PN 981.803 - PN 981.805;86.62
PN 981.803;86.62
PN 981.804;86.62
PN 981.805;86.69
PN 981.806 - PN 981.809;86.62
PN 981.806;86.62
PN 981.806;58.53
PN 981.807;86.62
PN 981.807;58.52
PN 981.808;86.56
PN 981.809;86.62
PN 981.809;86.6
PN 981.812 - PN 981.819 W;86.69
PN 981.812;86.69
PN 981.813;86.69
PN 981.814;86.69
PN 981.815;86.69
PN 981.816;86.69
PN 981.819 B9;86.69
PN 981.819 K1;86.69
PN 981.819 N6;86.69
PN 981.819 O1;86.69
PN 981.819 S1;86.69
PN 981.819 S8;86.69
PN 981.819 T5;86.69
PN 981.819 V9;86.69
PN 981.819 W6;86.69
PN 981.820;86.69
PN 981.825;86.69
PN 981.830;86.68
PN 981.842 - PN 981.847;86.68
PN 981.842;86.68
PN 981.843;86.68
PN 981.844;86.68
PN 981.845;86.68
PN 981.846;86.68
PN 981.847;86.68
PN 981.849;81.4
PN 981.849;79.63
PN 981.849;88
PN 981.850 - PN 981.859;86.59
PN 981.850;86.59
PN 981.851;86.59
PN 981.852;6.5
PN 981.852;86.59
PN 981.852;86.58
PN 981.852;6.9
PN 981.853;86.59
PN 981.855;86.59
PN 981.857;86.59
PN 981.859;86.59
PN 981.862 - PN 981.889;86.58
PN 981.862 - PN 981.865;86.58
PN 981.862;86.58
PN 981.863;86.58
PN 981.864;86.58
PN 981.865;86.58
PN 981.869 - PN 981.886;81.11
PN 981.869 - PN 981.886;81.45
PN 981.869;81.45
PN 981.870;81.45
PN 981.871;81.45
PN 981.872;81.45
PN 981.873;81.45
PN 981.874;81.45
PN 981.875;81.45
PN 981.876;81.45
PN 981.877;81.45
PN 981.878;81.45
PN 981.886;81.45
PN 981.886;86.09
PN 981.887 - PN 981.889;81.7
PN 981.887;81.82
PN 981.888;81.82
PN 981.889;81.9
PN 981.892 - PN 981.939;86.58
PN 981.892 - PN 981.899;86.58
PN 981.892;86.58
PN 981.893;86.58
PN 981.895;86.58
PN 981.896;81.12
PN 981.896;81.45
PN 981.896;81.8
PN 981.898;2.01
PN 981.899;2.13
PN 981.905 - PN 981.923;81.45
PN 981.905 - PN 981.923;86.58
PN 981.905 - PN 981.923;81.8
PN 981.905;86.58
PN 981.909;86.58
PN 981.919;86.09
PN 981.920;86.58
PN 981.921;86.58
PN 981.922;81.8
PN 981.923;79.64
PN 981.942 - PN 981.951;86.46
PN 981.942 - PN 981.951;86.48
PN 981.942 - PN 981.951;86.49
PN 981.942;86.48
PN 981.942;86.49
PN 981.943;86.48
PN 981.943;86.49
PN 981.944;86.48
PN 981.944;86.49
PN 981.945;86.48
PN 981.945;86.49
PN 981.946;86.48
PN 981.946;86.49
PN 981.947;86.49
PN 981.948;86.49
PN 981.949;86.49
PN 981.950;86.5
PN 981.951;86.48
PN 981.951;86.49
PN 982;86.47
PN 982;88
PN 983;86.47
PN 983;88
PN 984;86.47
PN 984;88
PN 985;86.47
PN 985;88
PN 986;86.47
PN 986;88
PN 987;86.47
PN 987;88
PN 988;86.47
PN 988;88
PN 989;86.47
PN 989;88
PN 989.1 - PN 989.6;86.47
PN 989.1 - PN 989.6;88
PN 989.1;86.47
PN 989.1;88
PN 989.2;86.47
PN 989.2;88
PN 989.3;86.47
PN 989.3;88
PN 989.4;86.47
PN 989.4;88
PN 989.5;86.47
PN 989.5;88
PN 989.6;86.47
PN 989.6;88
PN 990.1 - PN 990.4;86.47
PN 990.1 - PN 990.4;88
PN 990.1;86.47
PN 990.1;88
PN 990.2;86.47
PN 990.2;88
PN 990.3;86.47
PN 990.3;88
PN 990.4;86.47
PN 990.4;88
PN 991;86.47
PN 991;88
PN 992;86.47
PN 992;88
PN 993;86.47
PN 993;88
PN 994;86.47
PN 994;88
PN 995;86.47
PN 995;88
PN 996;86.47
PN 996;88
PN 997;86.47
PN 997;88
PN 998;86.47
PN 998;88
PN 999;86.47
PN 999;88
PO;
PO 1000 - PO 1999;86
PO 2000 - PO 2489;86
PO 2000;86.09
PO 2001;86
PO 2002;86
PO 2003;86
PO 2004;86
PO 2024;86
PO 2025;86.03
PO 2025;89.31
PO 2051 - PO 2055;86.03
PO 2051;86.03
PO 2052;86.03
PO 2055;86.03
PO 2075 - PO 2154;86.44
PO 2075 - PO 2154;86.47
PO 2075 - PO 2079;86.44
PO 2075;86.09
PO 2076;86.44
PO 2076;86.47
PO 2077;86.44
PO 2077;86.47
PO 2078;86.44
PO 2078;86.47
PO 2079;86.44
PO 2079;86.47
PO 2080 - PO 2084;89.14
PO 2080 - PO 2084;15.74
PO 2080 - PO 2084;89.15
PO 2080;15.74
PO 2081;89.14
PO 2081;89.15
PO 2082;89.14
PO 2082;89.15
PO 2083;89.14
PO 2083;89.15
PO 2084;89.14
PO 2084;89.15
PO 2085 - PO 2089;86.46
PO 2085;86.46
PO 2085;86.09
PO 2086;86.46
PO 2087;86.46
PO 2088;86.46
PO 2089;86.46
PO 2090 - PO 2094;88.11
PO 2090;88.11
PO 2090;86.09
PO 2091;88.11
PO 2092;88.11
PO 2093;88.11
PO 2094;88.11
PO 2095 - PO 2099;89.37
PO 2095;89.37
PO 2095;86.09
PO 2096;89.37
PO 2097;89.37
PO 2098;89.37
PO 2099;89.37
PO 2100 - PO 2104;88.13
PO 2100;88.13
PO 2100;86.09
PO 2101;88.13
PO 2102;88.13
PO 2103;88.13
PO 2104;88.13
PO 2105 - PO 2109;86.04
PO 2105 - PO 2109;88.04
PO 2105 - PO 2109;89.6
PO 2105;86.09
PO 2106;89.6
PO 2107;89.6
PO 2108;89.6
PO 2109;89.6
PO 2130 - PO 2134;86.47
PO 2130;86.47
PO 2130;86.09
PO 2131;86.47
PO 2132;86.47
PO 2133;86.47
PO 2134;86.47
PO 2135 - PO 2139;86.72
PO 2135 - PO 2139;83.52
PO 2135;86.72
PO 2135;86.09
PO 2136;86.72
PO 2137;86.72
PO 2138;86.72
PO 2139;86.72
PO 2140 - PO 2144;86.63
PO 2140;86.63
PO 2140;86.09
PO 2141;86.63
PO 2142;86.63
PO 2143;86.63
PO 2144;86.63
PO 2145 - PO 2149;81
PO 2145 - PO 2149;81.7
PO 2145 - PO 2149;81.99
PO 2145 - PO 2149;81.4
PO 2145 - PO 2149;89.41
PO 2145;86.09
PO 2146;81
PO 2147;81
PO 2148;81
PO 2149;81
PO 2150 - PO 2154;86.46
PO 2150 - PO 2154;86.5
PO 2150;86.5
PO 2150;86.09
PO 2151;86.5
PO 2152;86.5
PO 2153;86.5
PO 2154;86.5
PO 2175 - PO 2230;86.18
PO 2175 - PO 2179;86.18
PO 2175;86.18
PO 2175;86.09
PO 2176;86.18
PO 2177;86.18
PO 2178;86.18
PO 2179;86.18
PO 2180 - PO 2184;86.2
PO 2180;86.2
PO 2180;86.09
PO 2181;86.2
PO 2182;86.2
PO 2183;86.2
PO 2184;86.2
PO 2185 - PO 2189;86.21
PO 2185;86.21
PO 2185;86.09
PO 2186;86.21
PO 2187;86.21
PO 2188;86.21
PO 2189;86.21
PO 2190 - PO 2194;86.22
PO 2190;86.22
PO 2190;86.09
PO 2191;86.22
PO 2192;86.22
PO 2193;86.22
PO 2194;86.22
PO 2195 - PO 2199;86.23
PO 2195;86.23
PO 2195;86.09
PO 2196;86.23
PO 2197;86.23
PO 2198;86.23
PO 2199;86.23
PO 2200 - PO 2204;86.6
PO 2200 - PO 2204;71.83
PO 2200 - PO 2204;86.21
PO 2200;86.09
PO 2200;86.21
PO 2201;86.21
PO 2202;86.21
PO 2203;86.21
PO 2204;86.21
PO 2205 - PO 2209;86.28
PO 2205;86.28
PO 2205;86.09
PO 2206;86.28
PO 2207;86.28
PO 2208;86.28
PO 2209;86.28
PO 2210 - PO 2214;86.3
PO 2210;86.3
PO 2210;86.09
PO 2211;86.3
PO 2212;86.3
PO 2213;86.3
PO 2214;86.3
PO 2215 - PO 2219;86.15
PO 2215;86.15
PO 2215;86.09
PO 2216;86.15
PO 2217;86.15
PO 2218;86.15
PO 2219;86.15
PO 2220 - PO 2224;86.17
PO 2220;86.17
PO 2220;86.09
PO 2221;86.17
PO 2222;86.17
PO 2223;86.17
PO 2224;86.17
PO 2225 - PO 2229;86.14
PO 2225;86.14
PO 2225;86.09
PO 2226;86.14
PO 2227;86.14
PO 2228;86.14
PO 2229;86.14
PO 2230;86.14
PO 2250 - PO 2254;86.65
PO 2250;86.65
PO 2250;86.09
PO 2250;15.09
PO 2251;86.65
PO 2252;86.65
PO 2253;86.65
PO 2254;86.65
PO 2275 - PO 2329;86.33
PO 2275 - PO 2279;86.33
PO 2275;86.33
PO 2275;86.09
PO 2276;86.33
PO 2277;86.33
PO 2278;86.33
PO 2279;86.33
PO 2280 - PO 2284;86.34
PO 2280;86.34
PO 2280;86.09
PO 2281;86.34
PO 2282;86.34
PO 2283;86.34
PO 2284;86.34
PO 2285 - PO 2289;86.35
PO 2285;86.35
PO 2285;86.09
PO 2286;86.35
PO 2287;86.35
PO 2288;86.35
PO 2289;86.35
PO 2290 - PO 2294;86.39
PO 2290;86.39
PO 2290;86.09
PO 2291;86.39
PO 2292;86.39
PO 2293;86.39
PO 2294;86.39
PO 2295 - PO 2299;86.38
PO 2295;86.38
PO 2295;86.09
PO 2296;86.38
PO 2297;86.38
PO 2298;86.38
PO 2299;86.38
PO 2300 - PO 2304;86.36
PO 2300;86.36
PO 2300;86.09
PO 2301;86.36
PO 2302;86.36
PO 2303;86.36
PO 2304;86.36
PO 2305 - PO 2309;86.37
PO 2305;86.37
PO 2305;86.09
PO 2306;86.37
PO 2307;86.37
PO 2308;86.37
PO 2309;86.37
PO 2310 - PO 2314;86.41
PO 2310;86.41
PO 2310;86.09
PO 2311;86.41
PO 2312;86.41
PO 2313;86.41
PO 2314;86.41
PO 2315 - PO 2319;86.54
PO 2315;86.54
PO 2315;86.09
PO 2316;86.54
PO 2317;86.54
PO 2318;86.54
PO 2319;86.54
PO 2320 - PO 2324;44.72
PO 2320;44.72
PO 2320;86.09
PO 2320;44.01
PO 2321;44.72
PO 2322;44.72
PO 2323;44.72
PO 2324;44.72
PO 2325 - PO 2329;86.42
PO 2325;86.42
PO 2325;86.09
PO 2326;86.42
PO 2327;86.42
PO 2328;86.42
PO 2329;86.42
PO 2330 - PO 2359;86.13
PO 2330 - PO 2334;86.13
PO 2330;86.13
PO 2330;86.09
PO 2331;86.13
PO 2332;86.13
PO 2333;86.13
PO 2334;86.13
PO 2335 - PO 2339;86.13
PO 2335;86.13
PO 2335;86.09
PO 2336;86.13
PO 2337;86.13
PO 2338;86.13
PO 2339;86.13
PO 2340 - PO 2344;86.13
PO 2340;86.13
PO 2340;86.09
PO 2341;86.13
PO 2342;86.13
PO 2343;86.13
PO 2344;86.13
PO 2345 - PO 2349;86.08
PO 2345;86.08
PO 2345;86.09
PO 2346;86.08
PO 2347;86.08
PO 2348;86.08
PO 2349;86.08
PO 2350 - PO 2354;86.14
PO 2350;86.14
PO 2350;86.09
PO 2351;86.14
PO 2352;86.14
PO 2353;86.14
PO 2354;86.14
PO 2355 - PO 2359;86.99
PO 2355;86.99
PO 2355;86.09
PO 2356;86.99
PO 2357;86.99
PO 2358;86.99
PO 2359;86.99
PO 2360 - PO 2379;86.69
PO 2360 - PO 2364;86.69
PO 2360;86.69
PO 2360;86.09
PO 2361;86.69
PO 2362;86.69
PO 2363;86.69
PO 2364;86.69
PO 2365 - PO 2369;86.6
PO 2365;86.6
PO 2365;86.09
PO 2366;86.6
PO 2367;86.6
PO 2368;86.6
PO 2369;86.6
PO 2370 - PO 2374;86.69
PO 2370 - PO 2374;86.6
PO 2370;86.09
PO 2370;86.69
PO 2370;86.6
PO 2371;86.69
PO 2371;86.6
PO 2372;86.69
PO 2372;86.6
PO 2373;86.69
PO 2373;86.6
PO 2374;86.69
PO 2374;86.6
PO 2375 - PO 2379;86.83
PO 2375;86.83
PO 2375;86.09
PO 2376;86.83
PO 2377;86.83
PO 2378;86.83
PO 2379;86.83
PO 2400 - PO 2419;86.74
PO 2400 - PO 2419;86.78
PO 2400 - PO 2404;86.74
PO 2400;86.74
PO 2401;86.74
PO 2402;86.74
PO 2403;86.74
PO 2404;86.74
PO 2405 - PO 2409;85.63
PO 2405 - PO 2409;89.63
PO 2405;86.09
PO 2406;85.63
PO 2406;89.63
PO 2407;85.63
PO 2407;89.63
PO 2408;85.63
PO 2408;89.63
PO 2409;85.63
PO 2409;89.63
PO 2410 - PO 2414;86.79
PO 2410;86.79
PO 2410;86.09
PO 2411;86.79
PO 2412;86.79
PO 2413;86.79
PO 2414;86.79
PO 2415 - PO 2419;79.16
PO 2415;79.16
PO 2415;79.01
PO 2416;79.16
PO 2417;79.16
PO 2418;79.16
PO 2419;79.16
PO 2450 - PO 2454;86.84
PO 2450 - PO 2454;89.7
PO 2450;86.09
PO 2451;86.84
PO 2451;89.7
PO 2452;86.84
PO 2452;89.7
PO 2453;86.84
PO 2453;89.7
PO 2454;86.84
PO 2454;89.7
PO 2485 - PO 2489;86.06
PO 2485;86.06
PO 2485;86.09
PO 2486;86.06
PO 2487;86.06
PO 2488;86.06
PO 2489;86.06
PO 2500 - PO 2989;86.1
PO 2500;86.09
PO 2501;86
PO 2502;86
PO 2503;86
PO 2504;86
PO 2524;86.03
PO 2525;86.03
PO 2525;89.31
PO 2551 - PO 2555;86
PO 2551;86
PO 2552;86
PO 2555;86
PO 2575 - PO 2654;86.44
PO 2575 - PO 2654;86.47
PO 2575 - PO 2579;86.44
PO 2575;86.44
PO 2576;86.44
PO 2577;86.44
PO 2578;86.44
PO 2579;86.44
PO 2580 - PO 2584;89.14
PO 2580 - PO 2584;15.74
PO 2580 - PO 2584;89.15
PO 2580;15.74
PO 2581;89.14
PO 2581;89.15
PO 2582;89.14
PO 2582;89.15
PO 2583;89.14
PO 2583;89.15
PO 2584;89.14
PO 2584;89.15
PO 2585 - PO 2589;86.46
PO 2585;86.46
PO 2585;86.09
PO 2586;86.46
PO 2587;86.46
PO 2588;86.46
PO 2589;86.46
PO 2590 - PO 2594;88.11
PO 2590;88.11
PO 2590;86.09
PO 2591;88.11
PO 2592;88.11
PO 2593;88.11
PO 2594;88.11
PO 2595 - PO 2599;89.37
PO 2595;89.37
PO 2595;86.09
PO 2596;89.37
PO 2597;89.37
PO 2598;89.37
PO 2599;89.37
PO 2600 - PO 2604;88.13
PO 2600;88.13
PO 2600;86.09
PO 2601;88.13
PO 2602;88.13
PO 2603;88.13
PO 2604;88.13
PO 2605 - PO 2609;86.04
PO 2605 - PO 2609;88.04
PO 2605 - PO 2609;89.6
PO 2605;86.09
PO 2606;89.6
PO 2607;89.6
PO 2608;89.6
PO 2609;89.6
PO 2630 - PO 2634;86.47
PO 2630;86.47
PO 2630;86.09
PO 2631;86.47
PO 2632;86.47
PO 2633;86.47
PO 2634;86.47
PO 2635 - PO 2639;86.72
PO 2635 - PO 2639;83.52
PO 2635;86.09
PO 2635;86.72
PO 2636;86.72
PO 2637;86.72
PO 2638;86.72
PO 2639;86.72
PO 2640 - PO 2644;86.63
PO 2640;86.63
PO 2640;89.8
PO 2641;86.63
PO 2642;86.63
PO 2643;86.63
PO 2644;86.63
PO 2645 - PO 2649;81
PO 2645 - PO 2649;81.7
PO 2645 - PO 2649;81.99
PO 2645 - PO 2649;81.4
PO 2645 - PO 2649;89.41
PO 2645;86.09
PO 2646;81
PO 2647;81
PO 2648;81
PO 2649;81
PO 2650 - PO 2654;86.5
PO 2650 - PO 2654;86.46
PO 2650;86.09
PO 2651;86.5
PO 2651;86.46
PO 2652;86.5
PO 2652;86.46
PO 2653;86.5
PO 2653;86.46
PO 2654;86.5
PO 2654;86.46
PO 2675 - PO 2730;86.18
PO 2675 - PO 2679;86.18
PO 2675;86.18
PO 2675;86.09
PO 2676;86.18
PO 2677;86.18
PO 2678;86.18
PO 2679;86.18
PO 2680 - PO 2684;86.2
PO 2680;86.2
PO 2680;86.09
PO 2681;86.2
PO 2682;86.2
PO 2683;86.2
PO 2684;86.2
PO 2685 - PO 2689;86.21
PO 2685;86.21
PO 2685;86.09
PO 2686;86.21
PO 2687;86.21
PO 2688;86.21
PO 2689;86.21
PO 2690 - PO 2694;86.22
PO 2690;86.22
PO 2690;86.09
PO 2691;86.22
PO 2692;86.22
PO 2693;86.22
PO 2694;86.22
PO 2695 - PO 2699;86.23
PO 2695;86.23
PO 2695;86.09
PO 2696;86.23
PO 2697;86.23
PO 2698;86.23
PO 2699;86.23
PO 2700 - PO 2704;86.6
PO 2700 - PO 2704;71.83
PO 2700 - PO 2704;86.21
PO 2700;86.09
PO 2700;86.21
PO 2701;86.21
PO 2702;86.21
PO 2703;86.21
PO 2704;86.21
PO 2705 - PO 2709;86.28
PO 2705;86.28
PO 2705;86.09
PO 2706;86.28
PO 2707;86.28
PO 2708;86.28
PO 2709;86.28
PO 2710 - PO 2714;86.3
PO 2710 - PO 2714;89.14
PO 2710;86.3
PO 2711;86.3
PO 2712;86.3
PO 2713;86.3
PO 2714;86.3
PO 2715 - PO 2719;86.15
PO 2715;86.15
PO 2715;86.09
PO 2716;86.15
PO 2717;86.15
PO 2718;86.15
PO 2719;86.15
PO 2720 - PO 2724;86.17
PO 2720 - PO 2724;86.95
PO 2720;86.09
PO 2720;86.17
PO 2721;86.17
PO 2722;86.17
PO 2723;86.17
PO 2724;86.17
PO 2725 - PO 2729;86.14
PO 2725;86.14
PO 2725;86.09
PO 2726;86.14
PO 2727;86.14
PO 2728;86.14
PO 2729;86.14
PO 2730;86.14
PO 2750 - PO 2754;86.65
PO 2750;86.65
PO 2750;86.09
PO 2750;15.09
PO 2751;86.65
PO 2752;86.65
PO 2753;86.65
PO 2754;86.65
PO 2775 - PO 2829;86.33
PO 2775 - PO 2779;86.33
PO 2775;86.33
PO 2775;86.09
PO 2776;86.33
PO 2777;86.33
PO 2778;86.33
PO 2779;86.33
PO 2780 - PO 2784;86.34
PO 2780;86.34
PO 2780;86.09
PO 2781;86.34
PO 2782;86.34
PO 2783;86.34
PO 2784;86.34
PO 2785 - PO 2789;86.35
PO 2785;86.35
PO 2785;86.09
PO 2786;86.35
PO 2787;86.35
PO 2788;86.35
PO 2789;86.35
PO 2790 - PO 2794;86.39
PO 2790;86.39
PO 2790;86.09
PO 2791;86.39
PO 2792;86.39
PO 2793;86.39
PO 2794;86.39
PO 2795 - PO 2799;86.38
PO 2795;86.38
PO 2795;86.09
PO 2796;86.38
PO 2797;86.38
PO 2798;86.38
PO 2799;86.38
PO 2800 - PO 2804;86.36
PO 2800;86.36
PO 2800;86.09
PO 2801;86.36
PO 2802;86.36
PO 2803;86.36
PO 2804;86.36
PO 2805 - PO 2809;86.37
PO 2805;86.37
PO 2805;86.09
PO 2806;86.37
PO 2807;86.37
PO 2808;86.37
PO 2809;86.37
PO 2810 - PO 2814;86.41
PO 2810;86.41
PO 2810;86.09
PO 2811;86.41
PO 2812;86.41
PO 2813;86.41
PO 2814;86.41
PO 2815 - PO 2819;86.54
PO 2815;86.54
PO 2815;86.09
PO 2816;86.54
PO 2817;86.54
PO 2818;86.54
PO 2819;86.54
PO 2820 - PO 2824;44.72
PO 2820;44.72
PO 2820;86.09
PO 2821;44.72
PO 2822;44.72
PO 2823;44.72
PO 2824;44.72
PO 2825 - PO 2829;86.42
PO 2825;86.42
PO 2825;86.09
PO 2826;86.42
PO 2827;86.42
PO 2828;86.42
PO 2829;86.42
PO 2830 - PO 2859;86.13
PO 2830 - PO 2834;86.13
PO 2830;86.13
PO 2830;86.09
PO 2831;86.13
PO 2832;86.13
PO 2833;86.13
PO 2834;86.13
PO 2835 - PO 2839;86.13
PO 2835;86.13
PO 2835;86.09
PO 2836;86.13
PO 2837;86.13
PO 2838;86.13
PO 2839;86.13
PO 2840 - PO 2844;86.13
PO 2840;86.13
PO 2840;86.09
PO 2841;86.13
PO 2842;86.13
PO 2843;86.13
PO 2844;86.13
PO 2845 - PO 2849;86.08
PO 2845;86.08
PO 2845;86.09
PO 2846;86.08
PO 2847;86.08
PO 2848;86.08
PO 2849;86.08
PO 2850 - PO 2854;86.14
PO 2850;86.14
PO 2850;86.09
PO 2851;86.14
PO 2852;86.14
PO 2853;86.14
PO 2854;86.14
PO 2855 - PO 2859;86.99
PO 2855;86.99
PO 2855;86.09
PO 2856;86.99
PO 2857;86.99
PO 2858;86.99
PO 2859;86.99
PO 2860 - PO 2879;86.6
PO 2860 - PO 2879;86.69
PO 2860 - PO 2864;86.6
PO 2860 - PO 2864;86.69
PO 2860;86.09
PO 2861;86.6
PO 2861;86.69
PO 2862;86.6
PO 2862;86.69
PO 2863;86.6
PO 2863;86.69
PO 2864;86.6
PO 2864;86.69
PO 2865 - PO 2869;86.6
PO 2865;86.6
PO 2865;86.09
PO 2866;86.6
PO 2867;86.6
PO 2868;86.6
PO 2869;86.6
PO 2870 - PO 2874;86.69
PO 2870;86.69
PO 2870;86.09
PO 2871;86.69
PO 2872;86.69
